filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,label
61025011.wav,0.668401539,0.025568288,364.3604598,993.6952255,551.7257336,0.008246843,-473.4985046,194.4137878,50.55565262,15.07474136,0.220299348,18.01899529,18.25940132,13.01454926,4.113841057,11.05849838,10.38872337,9.149814606,7.120232105,7.253532887,4.447255611,6.214974403,1.818615198,5.963107586,2.600605965,3.337013483,Atlantic Spotted Dolphin
61025012.wav,0.667402089,0.022468401,420.6036001,1039.688364,651.8872531,0.009871573,-464.4266968,198.8683167,46.56675339,12.50270653,-4.157781124,17.02084732,14.15612698,11.53941822,1.672167182,11.75075436,8.810120583,7.032130241,5.783503532,8.125628471,4.779161453,7.343824863,1.346113682,6.41971302,1.123701572,4.052306175,Atlantic Spotted Dolphin
61025013.wav,0.690091789,0.021868262,449.0368858,1044.844464,732.9833984,0.012098524,-453.5054626,200.6440582,37.13667679,10.32069397,-2.663326025,17.86978149,17.71299362,7.27301693,0.385715991,14.7139082,8.793844223,3.978993654,3.931759357,9.283136368,4.438009739,5.02098465,0.569117129,6.879211903,0.21235615,1.286352277,Atlantic Spotted Dolphin
61026001.wav,0.46334213,0.029541131,4307.327289,2851.289286,7442.186323,0.305411098,-248.6488342,43.62360382,26.07983971,20.52860832,-1.696029663,22.94566917,-0.311988324,17.42158318,-1.191341639,17.32208252,-3.983736992,17.65470505,-5.243083477,17.4807682,-5.684184074,13.14103413,-5.065887928,8.87666893,-2.933806419,8.148625374,Atlantic Spotted Dolphin
61026002.wav,0.476125658,0.029983286,4321.925186,2962.897359,7752.367225,0.309945913,-239.8790131,40.00308228,30.26739311,19.91470718,-4.704934597,25.0302906,-4.053579807,21.32143784,-1.42353034,17.69964981,-1.357206106,16.69278336,-3.025871038,17.24819946,-3.999094248,12.38214779,-3.973875761,9.473625183,-4.940010071,8.051732063,Atlantic Spotted Dolphin
61026003.wav,0.529107451,0.022579936,4092.10433,2977.075265,7429.617638,0.29315655,-244.9150696,45.80346298,25.2015152,23.34141731,-4.843173504,27.16440392,-4.028105736,18.52655029,0.625709713,16.30378723,-4.558066845,18.29777527,-5.501266479,15.57933903,-3.662759542,11.89269829,-1.119923115,7.983631134,-1.940637469,5.150852203,Atlantic Spotted Dolphin
61026004.wav,0.489997089,0.059831135,4844.741789,2789.830789,7706.57959,0.358719308,-201.9573975,19.50645447,35.02074432,25.78544807,2.109273434,26.29404259,1.359347939,24.75460815,-3.492987633,18.3515873,-2.680849314,16.81036949,-6.234940052,12.86711502,-3.575997591,10.73335648,-4.638895512,7.990147114,-5.327481747,5.46405077,Atlantic Spotted Dolphin
61026005.wav,0.544630408,0.030965574,4127.447233,2847.565026,7407.786845,0.267785024,-231.4398193,36.15880966,26.72687721,24.32107544,-10.23337364,31.81027985,-1.848274469,15.22741413,5.443913937,16.65418053,-3.066213369,18.05005836,-1.3482548,14.89611721,0.46857208,12.26835728,-1.332569957,8.828732491,-5.015073299,7.933594704,Atlantic Spotted Dolphin
61026006.wav,0.546837509,0.030364208,4009.325415,2822.560131,7257.750949,0.267846336,-219.1204987,41.04528046,21.31467438,27.31784439,-7.941202641,25.4323864,-1.151543856,17.94778633,-1.405190468,15.30638599,-2.184274912,16.43784714,-2.162304163,12.9943924,-1.945188522,12.698843,-3.285070896,8.420562744,-2.964961767,5.634513855,Atlantic Spotted Dolphin
61026007.wav,0.538457692,0.02813853,4239.43578,2857.367714,7561.855316,0.270484924,-231.84729,33.56862259,27.6011467,25.36003685,-11.56331635,31.71479416,-5.735125542,20.41926956,2.499590158,17.74502754,-2.042903185,16.92013168,-2.75615263,14.81298637,-2.419508696,14.00960732,-2.122801304,8.080257416,-3.01631856,6.182964325,Atlantic Spotted Dolphin
61026008.wav,0.586918116,0.025882984,4050.274123,3032.265016,7554.659874,0.243339672,-229.6066895,43.74229431,27.03641129,21.85040474,-4.798704624,27.56692314,-3.063840389,20.38687325,-1.978379369,14.7553978,0.435101211,15.10082626,-2.24268508,14.42885113,-2.381397963,11.17498398,-2.450303555,9.752373695,-4.643633842,9.008898735,Atlantic Spotted Dolphin
61026009.wav,0.486386627,0.03619523,4444.606066,2727.045623,7551.143487,0.341762809,-225.5348816,22.7453022,27.55491257,29.49328041,-14.50573063,31.66518974,0.476247698,15.83513546,4.398097038,17.90108299,-6.39907217,19.08815002,-6.093369007,17.04451942,-3.837046862,11.95506287,-3.46454668,6.972394943,-2.576460123,6.091562748,Atlantic Spotted Dolphin
6102600D.wav,0.524347007,0.032397982,4201.027155,2823.156854,7496.729455,0.293544671,-237.117218,34.79865265,26.53338432,21.31799889,-4.809761524,29.84548378,-2.203193903,22.4132309,2.603036642,16.07121277,-0.460587144,15.38778019,-1.471769094,13.73472691,-3.400621414,12.9131813,-2.9482131,8.359438896,-3.773794413,7.535643101,Atlantic Spotted Dolphin
6102600E.wav,0.488946825,0.032016225,4213.03353,2812.706128,7485.864258,0.284284319,-245.7293549,34.51366043,31.64790726,25.74290657,-10.0324173,31.55414009,-1.346058011,19.08403015,3.673295021,14.61981678,-1.489058375,16.52935219,-2.990596056,16.70546341,-5.000285625,14.22262669,-2.982331514,7.973523617,-5.374661922,7.010315418,Atlantic Spotted Dolphin
6102600F.wav,0.457321942,0.038621709,4676.003599,2881.700452,7838.983154,0.345893012,-234.2427368,27.46492386,33.67254639,21.86587715,-0.936887622,23.7614975,0.797745407,20.3372612,-2.67100811,18.70244026,-1.717994213,17.30947113,-5.690556049,17.62239647,-3.162175417,14.45411205,-1.910155177,8.591220856,-2.678786039,7.506788254,Atlantic Spotted Dolphin
6102600G.wav,0.453291535,0.041604362,4654.140087,2905.026296,7806.228596,0.350345141,-232.5352631,36.31352234,33.25602341,16.83873749,4.623621941,21.60542488,-0.283850104,20.05109024,-3.040616274,18.80713272,-3.611670494,20.05098915,-6.088889122,17.06511116,-4.828696251,14.59333992,-3.582800865,8.701782227,-2.966335773,6.250723362,Atlantic Spotted Dolphin
6102600H.wav,0.514398098,0.029311294,4375.661749,2798.943555,7532.979449,0.314287971,-237.5393372,31.5476284,31.46923447,23.11022568,-8.284169197,32.41767883,-6.864887714,21.23366356,-0.418963343,16.00930977,-0.898587048,13.96106243,-2.260953426,13.30790806,-4.359361172,10.38152981,-3.206590652,6.290477753,-5.7592206,7.232808113,Atlantic Spotted Dolphin
6102600I.wav,0.586222172,0.026570957,4229.018279,2924.511141,7604.225336,0.290538699,-236.8254395,36.883255,28.88311958,22.04086304,-9.887511253,32.01879883,-3.980870485,19.32461548,-0.564141929,14.96590137,-1.511756897,14.18246365,-2.996296406,14.03563499,-4.761725426,13.5897007,-3.223050594,9.37298584,-5.463562012,7.710017681,Atlantic Spotted Dolphin
6102600J.wav,0.553291321,0.027430531,4297.255995,2793.280131,7607.202148,0.288890697,-236.0558472,25.86667061,24.78130722,30.08699608,-13.84689331,30.01720047,-0.888957977,15.72429943,7.232517719,16.48550224,-3.716843605,17.76666069,-2.432492256,13.54398727,-3.12079525,11.06758881,-3.492553473,8.604625702,-5.690391064,7.67619133,Atlantic Spotted Dolphin
6102600K.wav,0.571092129,0.027096825,4201.279765,2878.180357,7536.450195,0.281854539,-234.1778717,33.1626091,26.83146286,29.97545624,-7.001362324,26.21559525,-0.414844424,21.06180954,1.282659173,15.88834858,-2.954342604,18.59842873,-2.789452314,12.16278362,-2.979185104,12.85469151,-5.22878933,6.92037487,-2.393065214,5.002207279,Atlantic Spotted Dolphin
6102600L.wav,0.49636212,0.02109736,5146.886218,2909.066554,8229.207209,0.437482244,-250.1510773,14.76797771,33.89332962,20.66832924,-4.515470982,26.74046326,-7.935319901,19.44201851,2.32596755,16.23832893,-3.231609344,18.07651329,-5.947047234,15.00866222,-4.955628395,9.241244316,-5.727506161,6.83970356,-6.650973797,4.974606514,Atlantic Spotted Dolphin
6102600M.wav,0.505113125,0.038337145,4632.063037,2807.38154,7777.58067,0.350847271,-228.3145599,24.90760803,35.76789093,19.93893814,-11.96910191,32.13668442,-5.241810322,21.60219765,2.732928514,16.7304306,-1.931016684,16.91337013,-0.50357312,14.30267811,-5.529535294,14.9276638,-5.822164536,9.012470245,-5.366796017,7.611557007,Atlantic Spotted Dolphin
6102600N.wav,0.522285998,0.035231303,4711.673967,2852.237932,7835.087643,0.351939527,-231.9767609,24.97732162,36.11285782,21.29520226,-7.274931908,32.6427002,-4.76715374,19.83033943,-0.392350107,17.54197502,-3.239780188,18.24620247,-3.391147375,13.77081966,-3.533404827,12.71511555,-5.756836891,10.51534939,-3.126101255,6.615214348,Atlantic Spotted Dolphin
6102600O.wav,0.5404284,0.036966346,4797.856322,2851.503263,7971.498174,0.358037534,-225.6946259,20.04408455,35.80108261,17.69912529,-7.820412636,32.34671021,-1.761715412,22.28731728,-1.20021987,15.6385622,-3.78669405,17.06637955,-0.496628761,17.84963226,-2.666266203,12.54944897,-3.79190731,8.954480171,-4.905984879,5.504826069,Atlantic Spotted Dolphin
6102600P.wav,0.502805591,0.037372716,4576.569322,2818.723755,7851.227525,0.340691062,-228.0859833,23.42014694,33.01974487,22.35351372,-8.615668297,32.60686111,-2.289981365,22.76869583,2.569146633,15.53393173,-3.685659647,15.51985836,-3.313249588,17.11854744,-3.284080029,12.49282074,-4.375469685,11.19051552,-4.38561821,7.39913702,Atlantic Spotted Dolphin
6102600Q.wav,0.509849489,0.028008793,3945.542238,2899.212343,7410.894972,0.252150013,-244.407486,39.02698135,22.90727806,27.37584305,-6.114476204,30.58332443,-1.69309926,21.92347717,2.292617321,17.77740097,-2.450321674,17.09141731,-3.568511486,14.95948124,-2.776132822,11.51464367,-2.958353758,8.089844704,-3.094516993,6.78245306,Atlantic Spotted Dolphin
6102600R.wav,0.484498382,0.03665727,4601.38211,2711.38388,7598.250606,0.351124731,-225.9400787,16.6569767,31.9355278,31.02332115,-10.6050148,30.97190285,-2.234838247,22.51059341,3.24695015,13.03348064,-1.835081816,17.239048,-4.558681965,14.97456741,-2.820873976,13.05412102,-3.401267529,7.338220119,-2.049760103,6.172780514,Atlantic Spotted Dolphin
6102600S.wav,0.534371912,0.028073207,4500.756776,2921.932122,7824.955936,0.317269674,-229.8829956,27.66033745,34.8361969,23.11400986,-8.223000526,32.91831207,-4.121033669,22.75097084,-0.404346883,14.48432159,-1.883782506,15.53881073,-4.110129356,14.46145153,-3.197743177,10.75401402,-3.748128653,7.851611614,-6.805736065,4.767257214,Atlantic Spotted Dolphin
6102600T.wav,0.509555101,0.04383805,4812.150566,2808.834786,7894.734826,0.377801983,-221.5743256,21.5862751,45.40948486,22.18491173,-4.966875553,33.55220795,-4.578263283,20.5139904,-1.24029398,16.70758247,-4.764913082,13.90057945,-5.089747429,13.74798965,-5.240484238,11.68204308,-3.725242376,6.925491333,-5.985585213,7.151556015,Atlantic Spotted Dolphin
6102600U.wav,0.52666229,0.039880052,4500.930727,2899.394214,7681.970215,0.306013627,-227.1802826,26.57484055,40.10839462,26.66873741,-6.118546963,35.77930069,-0.217559516,24.90069008,1.439884305,14.68883991,-1.388998389,15.22591019,-3.292177677,13.64321041,-5.958176136,9.575768471,-6.310813427,7.628631592,-6.747809887,5.532144547,Atlantic Spotted Dolphin
6102600V.wav,0.511414945,0.033697039,4281.05492,2757.012731,7498.779656,0.298619887,-240.0915375,29.29928589,32.0841713,25.52093697,-10.88241768,32.33896637,-3.461637259,20.05276489,3.518906593,16.03536606,-0.991155088,13.8642807,-3.547079802,14.07583714,-2.339123487,14.59141159,-6.095862389,10.94580364,-5.800289631,7.234802723,Atlantic Spotted Dolphin
6102600W.wav,0.561381221,0.039865591,4930.49531,2767.462485,7903.94165,0.39609375,-215.5032196,15.56570435,34.79296494,19.91857147,-9.143753052,33.09751129,-5.190472603,23.08559799,-0.557170451,18.43458748,-2.906996727,16.22570992,-5.107057571,16.59907722,-2.679068565,12.98823643,-4.264828682,8.737910271,-3.673319101,7.222892284,Atlantic Spotted Dolphin
6102600X.wav,0.475909233,0.035424583,4607.482808,2713.640717,7595.761581,0.353818222,-230.4464111,22.86738396,35.12711334,22.04500198,-12.04800701,33.8900528,-6.79138422,25.62815857,0.281970024,16.7389183,-1.99029696,13.0497179,-3.169035435,14.50762463,-2.259654284,12.57388973,-5.279750824,8.976002693,-4.200871944,8.285270691,Atlantic Spotted Dolphin
6102600Y.wav,0.497536898,0.060784951,5333.022679,2663.138123,8162.728882,0.443508572,-205.5252533,2.547643661,44.70846176,16.97056389,-11.85628891,33.91030502,-3.242938519,25.85887718,2.285113811,16.07645607,-3.257055044,14.06811333,-4.785575867,18.93118286,-1.749501705,16.67226219,-7.695644855,11.36802578,-6.678327084,9.169235229,Atlantic Spotted Dolphin
6102600Z.wav,0.512808681,0.042672444,5303.527106,2849.561072,8281.594367,0.44150048,-203.7372437,12.18169117,44.60469055,18.48264122,-10.61048126,33.13643646,-8.32012558,20.22009087,0.574766994,13.75977516,-3.554577589,12.67900181,-4.073214531,17.85650253,-3.011857748,15.39858246,-7.435443878,12.0474577,-7.277945995,7.652047634,Atlantic Spotted Dolphin
61026010.wav,0.481147677,0.062486578,5624.37723,2697.067928,8343.744949,0.46434705,-204.8686218,0.875969172,48.89744949,15.3176775,-8.58546257,31.37581062,-4.754952431,25.00977325,0.756894886,19.81178856,-2.926108837,18.47831154,-7.544670582,17.60163498,-5.353461266,15.14912796,-4.313920975,12.21880054,-6.468810558,7.242517471,Atlantic Spotted Dolphin
61026011.wav,0.534307837,0.054321654,5424.829852,2725.423713,8292.590332,0.43284389,-208.2666779,-5.368694782,46.45545578,22.06567001,-11.5773077,34.68928528,-4.742393494,26.37426758,-0.15258719,16.25067329,2.822683573,13.66290379,-1.201990962,12.25370693,-3.631658554,11.01161861,-2.545333385,14.51058292,-3.976198912,8.462118149,Atlantic Spotted Dolphin
61026012.wav,0.484231323,0.047016211,5292.512756,2768.075136,8201.024603,0.430451424,-212.0532227,4.32057476,47.37096024,18.75195122,-7.283975124,32.55064392,-2.64858532,26.09918022,-2.010101795,20.01778984,-0.21750693,14.7507391,-0.85707593,14.07184029,-3.727674007,11.42808628,-3.077248096,10.87996387,-7.086765289,5.20405674,Atlantic Spotted Dolphin
61026013.wav,0.512642503,0.051498454,5682.133198,2690.588746,8383.119749,0.474075029,-197.4993896,-9.906990051,52.18264389,23.55979919,-12.66775894,38.35731888,-6.688701153,21.82662582,-1.238666773,15.34362793,-0.862971187,16.61952591,-3.034896851,18.2673893,-3.702632904,16.05990219,-6.541884899,10.65096092,-1.764362216,9.462869644,Atlantic Spotted Dolphin
61026014.wav,0.47742337,0.050307721,5051.851776,2787.576724,8057.528853,0.392365057,-212.2945251,13.32710934,45.40722275,22.03145599,-8.922087669,28.49001694,-4.633069038,23.02217293,0.727119505,17.17701721,-4.073820114,18.8127594,-6.805521011,17.62178993,-3.652466297,15.74770737,-5.1967659,8.913514137,-2.165590525,5.603647709,Atlantic Spotted Dolphin
61026015.wav,0.519675195,0.028983466,4415.293735,2879.285754,7658.642578,0.300971137,-228.5740204,30.85178566,34.21834183,26.11602592,-12.89274406,31.04541779,-3.113952875,18.26543427,3.043279409,12.09397984,-2.960400105,19.12274933,-4.493330479,14.21792221,-3.39212966,11.01045036,-2.741993427,9.099034309,-4.800792217,5.840134144,Atlantic Spotted Dolphin
61026016.wav,0.495982945,0.04803643,4775.223338,2801.573402,7856.38916,0.336515299,-221.1789246,19.2041626,42.70959473,24.552845,-10.44997215,30.24155807,-2.130051851,21.98549652,4.647955894,16.44540977,-2.757707357,19.0799675,-2.272542238,13.82034492,-3.012746096,16.01353836,-3.880735159,9.486740112,-0.616595626,5.267560959,Atlantic Spotted Dolphin
61026017.wav,0.468462765,0.05924828,5079.253185,2711.520701,8016.811523,0.393483665,-214.5659637,9.101910591,44.57165146,21.93675613,-8.893889427,33.44706726,-4.431972504,20.92135048,2.311311245,17.50547028,0.75455004,17.11242104,-4.837169647,17.62291527,-4.35616827,13.0334053,-5.273465157,13.10901642,-6.633647919,6.726474285,Atlantic Spotted Dolphin
61026018.wav,0.537038326,0.038173113,4922.009853,2939.88742,8190.794353,0.348027097,-224.1122742,15.78829002,44.59618378,17.49440002,-6.284311771,33.49262238,-3.271354675,19.97121239,1.236136079,14.95322704,0.894810557,15.24661255,1.125497103,15.59573746,-0.603929162,11.46268463,-2.464195967,8.924085617,-5.152503967,9.278727531,Atlantic Spotted Dolphin
61026019.wav,0.625901401,0.023702327,3648.049833,2953.717202,7161.547852,0.171077806,-248.7542267,48.29172134,25.36789703,27.3391819,-8.244997978,36.52824402,-2.520151615,20.82048607,5.131182671,13.06260586,0.565310478,16.27136993,-1.673650742,13.98616505,-2.080004692,10.61978722,-2.570133209,9.197544098,-2.747727394,8.10611248,Atlantic Spotted Dolphin
6102601A.wav,0.516752839,0.04662817,4323.285144,2566.718024,7204.681293,0.303081965,-218.2209015,20.02161407,27.18778419,36.51992035,-17.36872292,38.79871368,-4.891506195,22.79260254,1.451645255,17.06011963,-2.485671282,16.69841194,-1.505146265,12.0401125,-2.495427608,12.32292366,-3.598296881,7.006007671,-3.041987896,5.875968933,Atlantic Spotted Dolphin
6102601B.wav,0.557277381,0.034616705,4566.844472,2856.178975,7756.880214,0.327421544,-227.6150665,23.18958473,33.21707153,27.55949211,-4.448082447,29.72488403,-0.515000641,21.75213432,-0.358720064,18.00077057,-3.29478693,18.42360306,-2.313329697,14.30555058,-3.455411911,11.65902519,-4.138669491,6.845337391,-2.377093554,4.633349895,Atlantic Spotted Dolphin
6102601C.wav,0.526997626,0.045695271,4764.992654,2718.245784,7752.626038,0.364593506,-215.7501221,18.37792587,36.70063019,22.21064377,-11.18935394,32.82129669,-1.466476917,21.49226379,1.524532199,19.34785271,-3.852953434,16.67848587,-2.184594631,14.38206959,-5.246723175,13.36437225,-2.602473497,5.529450417,-1.654363513,5.090618134,Atlantic Spotted Dolphin
6102601D.wav,0.497224718,0.04522777,4385.275543,2743.780146,7519.557046,0.29425855,-221.584259,21.0859642,30.40080261,34.54187775,-13.21538734,29.75946426,-0.146071985,14.49732685,5.944924831,13.53713512,4.575844765,17.12450027,-2.076571226,15.03024197,-3.552417278,14.20602512,-5.223857403,10.60110855,-4.997001648,4.874019623,Atlantic Spotted Dolphin
6102601E.wav,0.516635597,0.036143355,4569.798887,2749.183681,7564.926837,0.331857989,-224.5749207,22.28113747,36.259552,28.06820297,-11.40248013,34.91087341,-6.039835453,19.86844254,-1.598823071,17.06549835,-0.604573905,15.96243477,-1.542285442,15.88643646,-2.051451206,13.17726326,-4.631937027,9.653656006,-2.309534073,6.11254549,Atlantic Spotted Dolphin
6102601F.wav,0.538253784,0.058626682,4655.632418,2695.341059,7695.709684,0.361058477,-206.2926636,17.2829113,34.68851852,24.22023392,-8.922678947,29.42732239,0.46812132,23.34589005,-1.564568758,15.6817522,-4.403840542,17.5560627,-1.720966101,19.46282387,-2.381338596,12.85574341,-5.077291012,11.15339565,-3.709531069,5.574650288,Atlantic Spotted Dolphin
6102601G.wav,0.544610143,0.045419764,4539.606761,2823.258365,7784.13716,0.3085885,-230.7631531,21.72586632,34.86196136,26.04525566,-6.514526844,30.42897606,-2.773447275,19.22857285,3.043675661,16.47909164,-1.213904262,17.42165947,-1.750541449,16.50865555,-3.353667498,12.2981863,-2.262291193,10.59913635,-5.243324757,8.218245506,Atlantic Spotted Dolphin
6102601H.wav,0.598891675,0.016481472,3370.737904,3106.114376,7225.325875,0.164579087,-281.7236328,65.86410522,16.25540352,20.25467491,5.215243816,22.19505501,0.757851064,21.74193192,-3.512879848,18.41759872,-1.842814207,18.4538784,-1.846484065,13.56125164,-1.532998919,11.855937,-2.87222147,7.86415863,-3.998733282,5.794522762,Atlantic Spotted Dolphin
6102601I.wav,0.475266278,0.088070564,5322.464738,2710.672069,8195.796993,0.412454539,-206.9070282,0.005745197,45.76960373,20.68334579,-5.059622288,26.51652908,6.720234394,15.95454121,4.655582905,15.14844704,-1.989402294,23.8544178,-5.54039526,17.64081955,-3.359349489,14.31033516,-2.857207775,9.410442352,-2.7290833,9.319662094,Atlantic Spotted Dolphin
6102601J.wav,0.473079175,0.053393893,4907.79016,2692.938158,7883.093862,0.381139536,-219.4344482,13.25480461,39.99838257,18.76397133,-9.332455635,37.71821594,-4.914836407,22.26003838,5.475501537,13.36564922,-1.4162395,21.0981617,-7.685676098,20.65685272,-5.456942558,14.07138443,-4.16808939,9.979597092,-4.099867344,6.03357172,Atlantic Spotted Dolphin
6102601K.wav,0.476143032,0.046720237,4511.359251,2712.944789,7597.007685,0.346035722,-230.4354401,25.12905693,33.28707886,20.99882317,-7.739799023,34.6003418,-2.88885498,15.65251923,5.652139187,12.84807777,-3.567298174,21.50030518,-3.987335682,15.84630299,-2.732997656,11.28603554,-1.701163292,9.230679512,-1.877050042,5.83962059,Atlantic Spotted Dolphin
6102601L.wav,0.543555915,0.030726345,4417.47381,2898.453101,7721.144081,0.305416166,-237.8557434,30.7685318,30.9157753,22.59119034,-3.154133558,28.3950882,-2.317555666,22.10421944,2.042051792,14.66103935,-1.87115097,18.5728569,-3.5974648,15.37559223,-3.053019285,14.53352165,-5.078382492,8.817749977,-1.980036855,7.93930769,Atlantic Spotted Dolphin
6102601M.wav,0.490656197,0.059784561,5095.885992,2659.624169,7928.733776,0.404525265,-214.9383087,7.050267696,45.03883362,22.6682682,-6.683832169,30.60046577,-4.831604958,23.33221054,-2.952075005,18.53359413,0.10072571,18.9381237,-5.493886471,14.5797348,-0.164112538,12.21733475,-3.323165417,12.3161602,-2.276715279,3.404180527,Atlantic Spotted Dolphin
6102601N.wav,0.516329527,0.051742997,5209.564465,2666.008438,8093.984985,0.438398089,-211.1378021,3.670655489,44.10860443,21.55550766,-12.71037102,32.82424927,-2.831538916,24.49076653,-2.127457857,15.56063843,-5.102575779,16.05953026,-4.175264835,16.90607071,-1.438124299,15.12019348,-6.351784229,9.838090897,-5.223917484,7.157203197,Atlantic Spotted Dolphin
6102601O.wav,0.554560483,0.056379873,5253.904812,2635.773993,8131.000833,0.435589959,-205.1511993,-1.109559655,45.85289764,20.91725922,-12.71784019,33.67629242,-4.860957146,23.42081833,-0.632286727,16.08311844,0.885907769,14.9121151,-5.312777519,13.41765594,-6.182300091,12.78044796,-4.083159924,13.59499931,-4.659257889,6.199698448,Atlantic Spotted Dolphin
6102601P.wav,0.487465262,0.042409785,4814.009406,2759.403235,7838.085938,0.35496303,-224.1454773,17.83163643,37.18980789,24.96674919,-12.272542,32.0581131,-1.413780212,21.13681412,0.278809488,18.07111168,0.341972768,16.710783,0.389740169,17.74416351,-5.384594917,13.76565552,-7.306462765,12.31355286,-6.925097466,8.902105331,Atlantic Spotted Dolphin
6102601Q.wav,0.541755259,0.036765974,5033.030844,2749.295236,8056.233849,0.38504357,-222.384552,10.75186825,43.61709976,22.60561562,-14.1076355,34.24694061,-6.225588322,23.63160706,-0.180252105,15.46226883,-3.041584015,14.55576706,1.108006954,15.48341274,-3.237568378,12.68799019,-7.582682133,11.00042343,-7.468700409,7.238143444,Atlantic Spotted Dolphin
